assay_chembl_id,n_records,n_compounds,types,year,confidence_score,cell_name,description
CHEMBL4180611,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4181782,1,1,IC50,2017.0,9,,Inhibition of human ERG by patch clamp method
CHEMBL4181793,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHOK1 cells at 10 uM by IonWorks assay relative to control
CHEMBL4184694,1,1,Inhibition,2018.0,9,,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay
CHEMBL4184989,1,1,Inhibition,2018.0,9,,Inhibition of human ERG
CHEMBL4186479,1,1,Inhibition,2018.0,9,,Displacement of [3H]-Dofetilide from recombinant human ERG at 10 uM after 60 mins by scintillation counting analysis relative to control
CHEMBL4187023,1,1,Activity,2018.0,9,,Displacement of [3H]-astemizole from human ERG up to 10 uM
CHEMBL1292190,1,1,IC50,2010.0,9,,Inhibition of human ERG by flux assay
CHEMBL1272988,1,1,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL1273133,1,1,IC50,2010.0,9,,Inhibition of human ERG channel
CHEMBL1273561,1,1,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL1274055,1,1,Ki,2010.0,9,,Displacement of [3H]dofetilide from human ERG
CHEMBL1274956,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 50 uM
CHEMBL4605568,1,1,IC50,2020.0,9,,Inhibition of human ERG by manual patch clamp assay
CHEMBL4619034,1,1,IC50,2020.0,9,CHO-K1,Inhibition of human ERG expressed in CHO-K1 cells by automated Qpatch-clamp assay
CHEMBL4181845,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4182620,1,1,Inhibition,2018.0,9,,Inhibition of human ERG
CHEMBL4183048,1,1,Inhibition,2018.0,9,,Inhibition of human ERG transfected in CHO cells at 10 uM by patch clamp method relative to control
CHEMBL4146384,1,1,Inhibition,2018.0,9,,Displacement of [3H]Dofetilide from recombinant human ERG at 1 uM after 60 mins by scintillation counting relative to control
CHEMBL4149408,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4153192,1,1,Activity,2018.0,9,,Displacement of [3H]Dofetilide from human ERG at 10 uM after 60 mins by scintillation counting analysis relative to control
CHEMBL4158814,1,1,Inhibition,2018.0,9,,Inhibition of human ERG up to 10 uM
CHEMBL4611435,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4612636,1,1,Activity,2020.0,9,,Binding affinity to human ERG at 30 uM
CHEMBL4612985,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 300 uM relative to control
CHEMBL4613091,1,1,IC50,2020.0,9,,Inhibition of human ERG by manual patch clamp assay
CHEMBL4613092,1,1,IC50,2020.0,9,,Inhibition of human ERG by GLP based assay
CHEMBL4613179,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4615095,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4178751,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in HEK293 cells at 60 uM by patch clamp method relative to control
CHEMBL4619282,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4619543,1,1,IC50,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells measured after 10 mins by manual patch clamp electrophysiology method
CHEMBL4619544,1,1,IC50,2020.0,9,CHO-K1,Inhibition of human ERG expressed in CHOK1 cells by QPatch automated patch-clamp assay
CHEMBL4619551,1,1,IC50,2020.0,9,CHO-K1,Inhibition of human ERG expressed in CHOK1 cells measured for 10 mins by QPatch automated patch-clamp assay
CHEMBL4620736,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4620737,1,1,IC50,2020.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4621965,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4622528,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4623842,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 100 uM with -80 mV holding potential by whole cell manual patch clamp method relative to control
CHEMBL4616407,1,1,IC50,2020.0,9,,Inhibition of human ERG by manual whole-cell patch-clamp assay
CHEMBL4616796,1,1,IC50,2019.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4617369,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 10 uM by patch clamp method relative to control
CHEMBL4617370,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 3 uM by patch clamp method relative to control
CHEMBL4617481,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4618620,1,1,IC50,2020.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4618637,1,1,IC50,2020.0,9,,Displacement of [3H]dofetilide from recombinant human ERG measured after 60 mins by scintillation counting method
CHEMBL4134119,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4134156,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4134157,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 3 uM by patch express assay relative to control
CHEMBL4134158,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 10 uM by patch express assay relative to control
CHEMBL4134159,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 30 uM by patch express assay relative to control
CHEMBL4178382,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4140894,1,1,Inhibition,2017.0,9,,Displacement of [3H] astemizole from full length human recombinant ERG receptor expressed in HEK293 cell membranes at 10 uM after 60 mins by scintillation counting method relative to control
CHEMBL4143419,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM by radioligand assay relative to control
CHEMBL4144127,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4144162,1,1,IC50,2017.0,9,,Inhibition of [3H]-astemizole binding to human ERG
CHEMBL4144163,1,1,IC50,2017.0,9,,Inhibition of human ERG by patch-clamp method
CHEMBL4144195,1,1,IC50,2017.0,9,,Inhibition of human ERG expressed in HEK293 cells at holding potential of -80 mV by whole cell patch clamp method
CHEMBL4144961,1,1,IC50,2018.0,9,,Inhibition of human ERG by QPatch assay
CHEMBL4145269,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4145270,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 3 uM by automated patch clamp assay (Rvb = 14%)
CHEMBL4124155,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4121597,1,1,Inhibition,2018.0,9,,Inhibition of human ERG
CHEMBL4121714,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 30 uM
CHEMBL4122741,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 1 uM by patch clamp assay relative to control
CHEMBL4122742,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay relative to control
CHEMBL4123122,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4052358,1,1,Inhibition,2017.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM by whole patch clamp assay
CHEMBL4669513,1,1,Activity,2020.0,9,,Modulation of human ERG
CHEMBL4669854,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4669894,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 100 uM
CHEMBL4670592,1,1,IC50,2020.0,9,,Inhibition of human ERG expressed in HEK293 cells at -80 mV holding potential by whole cell voltage patch clamp assay
CHEMBL4623843,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM at -80 mV holding potential by whole cell manual patch clamp method relative to control
CHEMBL4623844,1,1,Inhibition,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 30 uM at -80 mV holding potential by whole cell manual patch clamp method relative to control
CHEMBL4623856,1,1,IC50,2020.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells with -80 mV holding potential by whole cell manual patch clamp method
CHEMBL4624053,1,1,Inhibition,2020.0,9,,Inhibition of human ERG
CHEMBL4625381,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4626204,1,1,Inhibition,2020.0,9,,Displacement of [3H]dofetilide from recombinant human ERG at 10 uM after 60 mins by scintillation counting analysis
CHEMBL4053613,1,1,Inhibition,2017.0,9,,Inhibition of human ERG1 assessed as effect on voltage dependence of current deaction and activation at 35 uM by patch clamp assay
CHEMBL4053614,1,1,Inhibition,2017.0,9,,Inhibition of human ERG1 assessed as effect on peak current amplitude at 35 uM by patch clamp assay
CHEMBL4053615,1,1,Inhibition,2017.0,9,,Inhibition of human ERG1 assessed as effect on voltage-current relationship at 35 uM by patch clamp assay
CHEMBL4056918,1,1,Ki,2017.0,9,,Inhibition of human ERG
CHEMBL4049019,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 10 uM by patch clamp assay relative to control
CHEMBL4049349,1,1,Ki,2018.0,9,,Inhibition of human ERG by membrane-competitive-binding assay
CHEMBL1175155,1,1,IC50,2010.0,9,HEK293,Displacement of [3H]astemizole from human ERG expressed in HEK293 cells
CHEMBL1175156,1,1,Inhibition,2010.0,9,HEK293,Displacement of [3H]astemizole from human ERG expressed in HEK293 cells at 100 uM
CHEMBL4676002,1,1,Inhibition,2020.0,9,,Inhibition of human ERG stably expressed in HEK293 cells assessed as effect on potassium current amplitude by whole cell patch clamp technique
CHEMBL4676023,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4666808,1,1,IC50,2019.0,9,,Inhibition of human ERG by manual patch clamp assay
CHEMBL4667531,1,1,Inhibition,2019.0,9,,Displacement of [3H]-Astemizole from human recombinant full length ERG channel expressed in HEK293 cells assessed as residual binding level for radioligand at 10 uM incubated for 60 mins by scintillation counting analysis relative to control
CHEMBL4668721,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4668876,1,1,IC50,2020.0,9,,Inhibition of human ERG by manual patch clamp assay
CHEMBL4668963,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4058760,1,1,Inhibition,2017.0,9,,Inhibition of human ERG up to 300 uM relative to control
CHEMBL4677210,1,1,Inhibition,2021.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL4677462,1,1,IC50,2021.0,9,,Inhibition of human ERG by Qpatch method
CHEMBL4679076,1,1,Inhibition,2021.0,9,,Inhibition of human ERG assessed as reduction in channel tail current at 10 uM by patch clamp assay relative to control
CHEMBL4050725,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4052069,1,1,IC20,2017.0,9,,Inhibition of human ERG channel
CHEMBL1285383,1,1,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL1285384,1,1,IC25,2010.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL1287090,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 10 uM
CHEMBL1291075,1,1,IC50,2010.0,9,,Inhibition of human ERG
CHEMBL1291115,1,1,Activity,2010.0,9,,Displacement of [3H]-Astemizole from human ERG
CHEMBL4672844,1,1,IC50,2020.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4673070,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 1 uM relative to control
CHEMBL4673071,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 10 uM relative to control
CHEMBL1217643,1,1,IC50,2010.0,9,,Inhibition of human hERG
CHEMBL1121010,1,1,Inhibition,2010.0,9,,Inhibition of human ERG at 30 uM
CHEMBL4053025,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 30 uM
CHEMBL4680982,1,1,Inhibition,2016.0,9,,Inhibition of human ERG at 11 uM by IonWorks patch-clamp electrophysiology method relative to control
CHEMBL4681144,1,1,IC50,2016.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4047421,1,1,Inhibition,2017.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 37 uM by whole-cell patch clamp method relative to control
CHEMBL4044435,1,1,IC50,2017.0,9,HEK293,Displacement of [3H]-dofetilide from recombinant human ERG expressed in HEK293 cells
CHEMBL4052137,1,1,Inhibition,2017.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 10 uM after 5 mins by patch clamp assay
CHEMBL4052138,1,1,Inhibition,2017.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 1 uM after 5 mins by patch clamp assay
CHEMBL4047411,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 21 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047412,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 34 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047414,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 9 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047415,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 41 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047417,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 10 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047418,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 42 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047419,1,1,Inhibition,2017.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells at 34 uM by whole-cell patch clamp method relative to control
CHEMBL4676607,1,1,IC50,2020.0,9,,Inhibition of human ERG stably expressed in CHO cells at -80 mV by automated Qpatch electrophysiological assay
CHEMBL4676921,1,1,Inhibition,2020.0,9,,Inhibition of human ERG in HEK293 cells at 10 uM relative to control
CHEMBL4677123,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4700151,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 25 uM
CHEMBL4679199,1,1,Inhibition,2021.0,9,,Inhibition of human ERG at 10 uM by Qpatch method relative to control
CHEMBL4047405,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 33 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047406,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 12 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047407,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 17 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047408,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 16 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4047409,1,1,Inhibition,2017.0,9,,Inhibition of human ERG expressed in CHO cells at 13 uM at -70mV holding potential measured after 300 secs by IonWorks electrophysiology method relative to control
CHEMBL4037368,1,1,IC50,2018.0,9,,Displacement of Tracer Red from human ERG expressed in cell membranes by fluorescence polarization assay
CHEMBL4037979,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4039279,1,1,IC50,2017.0,9,,Inhibition of human ERG expressed in CHO cells by automated patch clamp assay
CHEMBL4040058,1,1,IC50,2017.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4040303,1,1,IC50,2017.0,9,,Inhibition of dofetilide binding to human ERG
CHEMBL4679804,1,1,INH,2021.0,9,,Inhibition of human ERG expressed in HEK293 cells at 3 uM by patch clamp assay
CHEMBL4679820,1,1,IC50,2021.0,9,,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay
CHEMBL4679979,1,1,Inhibition,2021.0,9,,Inhibition of human ERG at 10 uM by patch clamp method relative to control
CHEMBL4680012,1,1,IC50,2021.0,9,,Inhibition of human ERG
CHEMBL4040388,1,1,Inhibition,2017.0,9,HEK293,Displacement of [3H]Astemizole from human ERG expressed in HEK293 cell membranes at 10 uM after 60 mins
CHEMBL4040880,1,1,IC50,2017.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4030207,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4030800,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 3 uM by QPatch planar patch clamp assay
CHEMBL4030952,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 30 uM
CHEMBL4031785,1,1,IC50,2017.0,9,,Inhibition of human ERG
CHEMBL4033001,1,1,IC50,2017.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells by patch clamp method
CHEMBL4033404,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 40 uM by Qpatch assay relative to control
CHEMBL4033405,1,1,IC50,2018.0,9,,Inhibition of human ERG by Qpatch assay
CHEMBL4681549,1,1,IC50,2016.0,9,,Inhibition of human ERG expressed in CHO cells by whole-cell patch clamp assay
CHEMBL4683649,1,1,IC50,2020.0,9,,Inhibition of human ERG expressed in CHO cells by manual patch clamp assay
CHEMBL4685428,1,1,IC50,2020.0,9,,Inhibition of human ERG expressed in CHO cells with 0 mV holding potential by Ionworks electrophysiology assay
CHEMBL4685630,1,1,Inhibition,2020.0,9,,Inhibition of human ERG
CHEMBL4688317,1,1,IC50,2020.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4689016,1,1,IC50,2021.0,9,,Inhibition of human ERG expressed in CHO cells by whole cell Q-patch clamp assay
CHEMBL4689621,1,1,Kd,2021.0,9,,Inhibition of human ERG
CHEMBL4026954,1,1,EC50,2018.0,9,,Inhibition of human ERG by manual patch clamp method
CHEMBL4026998,1,1,IC50,2017.0,9,,Inhibition of human hERG
CHEMBL4027423,1,1,IC50,2018.0,9,,Inhibition of human ERG
CHEMBL4027606,1,1,Inhibition,2018.0,9,,Inhibition of human ERG at 100 uM
CHEMBL4028157,1,1,Inhibition,2018.0,9,,Displacement of [3H]-dofetilide from human ERG at 10 uM
CHEMBL4028174,1,1,IC50,2018.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4028364,1,1,Inhibition,2018.0,9,,Inhibition of human ERG expressed in CHO cells up to 100 uM by automated patch-clamp assay
CHEMBL4706261,1,1,IC50,2020.0,9,,Inhibition of human ERG expressed in CHO cells by patch clamp method
CHEMBL4706322,1,1,IC50,2020.0,9,,Inhibition of human ERG by patch-clamp assay
CHEMBL4700474,1,1,Inhibition,2020.0,9,,Inhibition of human ERG at 100 uM relative to control
CHEMBL4700514,1,1,IC50,2020.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4701153,1,1,IC50,2020.0,9,,Inhibition of human ERG by automated patch-clamp assay
CHEMBL4701519,1,1,IC50,2020.0,9,,Inhibition of human ERG by Qpatch method
CHEMBL4701598,1,1,IC50,2020.0,9,,Inhibition of human ERG by patch clamp assay
CHEMBL4701843,1,1,IC50,2020.0,9,,Inhibition of human ERG
CHEMBL4040387,1,1,Inhibition,2017.0,9,HEK293,Displacement of [3H]Astemizole from human ERG expressed in HEK293 cell membranes at 1 uM after 60 mins
CHEMBL4021965,1,1,Inhibition,2017.0,9,,Inhibition of human ERG at 10 uM
CHEMBL4022938,1,1,IC50,2018.0,9,,Inhibition of [3H]-astemizole binding to human ERG after 2 hrs by scintillation counting method
CHEMBL4023192,1,1,Inhibition,2018.0,9,,Inhibition of human ERG (unknown origin) at <10 uM
CHEMBL4023248,1,1,Inhibition,2018.0,9,,Displacement of [3H]-dofetilide from human ERG
CHEMBL4023695,1,1,IC50,2018.0,9,HEK293,Inhibition of human ERG expressed in HEK293 cells incubated for 3 to 5 mins by automated parallel patch clamp assay
CHEMBL4023882,1,1,IC50,2018.0,9,,Inhibition of human ERG expressed in CHO cells by automated patch clamp method
